job started at Mon Apr 6 17:12:11 EDT 2020
0	B	1	2	415	1	1	384
1	C	2	4	180	2	1	203
2	B	3	4	205	3	5	210
3	A	4	2	939	4	7	940
4	B	1	2	902	1	1	921
5	B	2	4	771	2	1	796
6	A	3	4	348	3	5	347
7	C	4	2	394	4	7	501
8	B	1	2	850	1	1	845
9	A	2	4	176	2	1	183
10	C	3	4	473	3	5	422
11	B	4	2	747	4	7	756
12	C	1	2	625	1	1	526
13	C	2	4	37	2	1	90
14	B	3	4	580	3	5	603
15	B	4	2	850	4	7	845
16	C	1	2	884	1	1	779
17	D	2	4	956	2	1	579
18	C	3	4	12	3	5	115
19	C	4	8	95	4	3	32
20	A	1	8	59	1	7	60
21	D	2	6	176	2	3	335
22	B	3	8	775	3	1	792
23	D	4	8	351	4	3	160
24	A	1	8	351	1	7	344
25	C	2	6	987	2	3	932
26	C	3	8	324	3	1	315
27	D	4	8	608	4	3	927
28	B	1	8	874	1	7	885
29	A	2	6	331	2	3	332
30	D	3	8	539	3	1	996
31	C	4	8	940	4	3	979
32	D	1	8	409	1	7	102
33	C	2	6	480	2	3	415
34	B	3	8	492	3	1	499
35	A	4	8	970	4	3	973
36	B	1	8	276	1	7	267
37	C	2	6	541	2	3	610
38	A	3	8	353	3	1	358
39	D	4	4	109	4	5	402
40	A	1	4	26	1	5	29
41	D	2	8	210	2	7	301
42	C	3	6	691	3	3	716
43	D	4	4	436	4	5	75
44	A	1	4	125	1	5	122
45	A	2	8	124	2	7	123
46	B	3	6	556	3	3	563
47	B	4	4	863	4	5	832
48	B	1	4	419	1	5	444
49	C	2	8	818	2	7	845
50	B	3	6	633	3	3	614
51	A	4	4	970	4	5	973
52	D	1	4	320	1	5	191
53	A	2	8	441	2	7	446
54	C	3	6	231	3	3	152
55	A	4	4	902	4	5	897
56	D	1	4	740	1	5	795
57	D	2	8	267	2	7	244
58	A	3	6	110	3	3	105
59	C	4	6	150	4	3	233
60	C	1	6	792	1	3	871
61	C	2	2	408	2	5	487
62	B	3	2	187	3	7	164
63	B	4	6	819	4	3	812
64	D	1	6	680	1	3	855
65	B	2	2	357	2	5	378
66	D	3	2	805	3	7	730
67	C	4	6	1001	4	3	918
68	A	1	6	229	1	3	226
69	B	2	2	505	2	5	486
70	B	3	2	783	3	7	784
71	D	4	6	349	4	3	162
72	D	1	6	293	1	3	218
73	A	2	2	284	2	5	283
74	D	3	2	204	3	7	307
75	A	4	6	128	4	3	135
76	B	1	6	330	1	3	341
77	B	2	2	647	2	5	664
78	D	3	2	736	3	7	799
79	B	4	2	856	4	1	839
80	B	1	2	235	1	1	244
81	A	2	4	42	2	1	45
82	A	3	4	848	3	5	855
83	D	4	2	1020	4	1	515
84	B	1	2	915	1	1	908
85	B	2	4	269	2	1	274
86	D	3	4	706	3	5	829
